,begin,end,file
1104,210364,210650,TRAIN/DR1/FKFB0/SA2.WAV
1105,210650,210860,TRAIN/DR1/FJSP0/SA1.WAV
1106,210860,210939,TRAIN/DR1/FDAW0/SA1.WAV
1107,210939,211154,TRAIN/DR1/FETB0/SX68.WAV
1108,211154,211355,TRAIN/DR1/FECD0/SX428.WAV
1109,211355,211519,TRAIN/DR1/FETB0/SI1778.WAV
1110,211519,211715,TRAIN/DR1/FECD0/SX428.WAV
1111,211715,211900,TRAIN/DR1/FECD0/SX158.WAV
1112,211900,212021,TRAIN/DR1/FDML0/SX339.WAV
1113,212021,212108,TRAIN/DR1/FDAW0/SI1406.WAV
1114,212108,212342,TRAIN/DR1/FJSP0/SA1.WAV
1115,212342,212617,TRAIN/DR1/FJSP0/SI1434.WAV
1116,212617,212798,TRAIN/DR1/FETB0/SI1148.WAV
1117,212798,213040,TRAIN/DR1/FJSP0/SA1.WAV
1118,213040,213280,TRAIN/DR1/FETB0/SX68.WAV
1119,213280,213405,TRAIN/DR1/FDML0/SX429.WAV
1120,213405,213632,TRAIN/DR1/FECD0/SX68.WAV
1121,213632,213813,TRAIN/DR1/FECD0/SA1.WAV
1122,213813,213980,TRAIN/DR1/FDML0/SX69.WAV
1123,213980,214122,TRAIN/DR1/FECD0/SI1418.WAV
1124,214122,214397,TRAIN/DR1/FJSP0/SA2.WAV
1125,214397,214527,TRAIN/DR1/FDML0/SX249.WAV
1126,214527,214654,TRAIN/DR1/FECD0/SA2.WAV
1127,214654,214863,TRAIN/DR1/FJSP0/SI1434.WAV
1128,214863,214993,TRAIN/DR1/FDML0/SX249.WAV
1129,214993,215150,TRAIN/DR1/FECD0/SX338.WAV
1130,215150,215373,TRAIN/DR1/FETB0/SI1148.WAV
1131,215373,215526,TRAIN/DR1/FECD0/SA2.WAV
1132,215526,215770,TRAIN/DR1/FJSP0/SX444.WAV
1133,215770,215891,TRAIN/DR1/FDAW0/SX56.WAV
1134,215891,216115,TRAIN/DR1/FETB0/SX248.WAV
1135,216115,216346,TRAIN/DR1/FETB0/SX68.WAV
1136,216346,216514,TRAIN/DR1/FECD0/SI788.WAV
1137,216514,216716,TRAIN/DR1/FECD0/SX158.WAV
1138,216716,216889,TRAIN/DR1/FECD0/SX68.WAV
1139,216889,217030,TRAIN/DR1/FECD0/SI1418.WAV
1140,217030,217233,TRAIN/DR1/FETB0/SA2.WAV
1141,217233,217429,TRAIN/DR1/FECD0/SX158.WAV
1142,217429,217609,TRAIN/DR1/FECD0/SX158.WAV
1143,217609,217790,TRAIN/DR1/FECD0/SX248.WAV
1144,217790,218099,TRAIN/DR1/FJSP0/SX84.WAV
1145,218099,218251,TRAIN/DR1/FECD0/SA1.WAV
1146,218251,218418,TRAIN/DR1/FECD0/SA2.WAV
1147,218418,218642,TRAIN/DR1/FJSP0/SI1434.WAV
1148,218642,218796,TRAIN/DR1/FDML0/SI2075.WAV
1149,218796,218995,TRAIN/DR1/FECD0/SX338.WAV
1150,218995,219236,TRAIN/DR1/FECD0/SX68.WAV
1151,219236,219390,TRAIN/DR1/FECD0/SI1418.WAV
1152,219390,219463,TRAIN/DR1/FDAW0/SX146.WAV
1153,219463,219744,TRAIN/DR1/FJSP0/SX354.WAV
1154,219744,220041,TRAIN/DR1/FJSP0/SX354.WAV
1155,220041,220200,TRAIN/DR1/FECD0/SX428.WAV
1156,220200,220365,TRAIN/DR1/FECD0/SX158.WAV
1157,220365,220534,TRAIN/DR1/FECD0/SI788.WAV
1158,220534,220635,TRAIN/DR1/FDML0/SX159.WAV
1159,220635,220756,TRAIN/DR1/FDAW0/SX56.WAV
1160,220756,220983,TRAIN/DR1/FETB0/SI1778.WAV
1161,220983,221192,TRAIN/DR1/FECD0/SX248.WAV
1162,221192,221503,TRAIN/DR1/FKFB0/SX168.WAV
1163,221503,221676,TRAIN/DR1/FECD0/SX248.WAV
1164,221676,221844,TRAIN/DR1/FECD0/SI788.WAV
1165,221844,222058,TRAIN/DR1/FECD0/SX158.WAV
1166,222058,222211,TRAIN/DR1/FECD0/SI2048.WAV
1167,222211,222409,TRAIN/DR1/FECD0/SX158.WAV
1168,222409,222698,TRAIN/DR1/FJSP0/SI1434.WAV
1169,222698,222839,TRAIN/DR1/FDML0/SX249.WAV
1170,222839,223002,TRAIN/DR1/FECD0/SX338.WAV
1171,223002,223150,TRAIN/DR1/FECD0/SA2.WAV
1172,223150,223401,TRAIN/DR1/FJSP0/SX354.WAV
1173,223401,223502,TRAIN/DR1/FDML0/SI1779.WAV
1174,223502,223624,TRAIN/DR1/FDML0/SX249.WAV
1175,223624,223772,TRAIN/DR1/FECD0/SI788.WAV
1176,223772,223907,TRAIN/DR1/FECD0/SI2048.WAV
1177,223907,224081,TRAIN/DR1/FETB0/SI1778.WAV
1178,224081,224262,TRAIN/DR1/FECD0/SX158.WAV
1179,224262,224460,TRAIN/DR1/FJSP0/SI1434.WAV
1180,224460,224696,TRAIN/DR1/FECD0/SX68.WAV
1181,224696,224897,TRAIN/DR1/FECD0/SX158.WAV
1182,224897,225050,TRAIN/DR1/FDML0/SX69.WAV
1183,225050,225247,TRAIN/DR1/FECD0/SI1418.WAV
1184,225247,225509,TRAIN/DR1/FETB0/SX158.WAV
1185,225509,225660,TRAIN/DR1/FDML0/SX69.WAV
1186,225660,225839,TRAIN/DR1/FECD0/SX338.WAV
1187,225839,226003,TRAIN/DR1/FDML0/SX429.WAV
1188,226003,226162,TRAIN/DR1/FDML0/SX69.WAV
1189,226162,226347,TRAIN/DR1/FECD0/SX338.WAV
1190,226347,226575,TRAIN/DR1/FECD0/SX68.WAV
1191,226575,226750,TRAIN/DR1/FECD0/SX248.WAV
1192,226750,226948,TRAIN/DR1/FECD0/SX158.WAV
1193,226948,227097,TRAIN/DR1/FDML0/SI2075.WAV
1194,227097,227393,TRAIN/DR1/FJSP0/SI804.WAV
1195,227393,227614,TRAIN/DR1/FETB0/SI1148.WAV
1196,227614,227787,TRAIN/DR1/FDML0/SX69.WAV
1197,227787,228088,TRAIN/DR1/FJSP0/SX354.WAV
1198,228088,228269,TRAIN/DR1/FDML0/SI1149.WAV
1199,228269,228426,TRAIN/DR1/FECD0/SI1418.WAV
1200,228426,228627,TRAIN/DR1/FECD0/SX68.WAV
1201,228627,228847,TRAIN/DR1/FECD0/SI1418.WAV
1202,228847,229011,TRAIN/DR1/FECD0/SI788.WAV
1203,229011,229191,TRAIN/DR1/FETB0/SA1.WAV
1204,229191,229347,TRAIN/DR1/FECD0/SI2048.WAV
1205,229347,229596,TRAIN/DR1/FJSP0/SX354.WAV
1206,229596,229779,TRAIN/DR1/FETB0/SA2.WAV
1207,229779,229929,TRAIN/DR1/FDML0/SX429.WAV
1208,229929,230126,TRAIN/DR1/FETB0/SX338.WAV
1209,230126,230255,TRAIN/DR1/FECD0/SA2.WAV
1210,230255,230523,TRAIN/DR1/FECD0/SX68.WAV
1211,230523,230692,TRAIN/DR1/FECD0/SI788.WAV
1212,230692,231021,TRAIN/DR1/FKFB0/SI1608.WAV
1213,231021,231251,TRAIN/DR1/FECD0/SX68.WAV
1214,231251,231396,TRAIN/DR1/FDAW0/SX326.WAV
1215,231396,231674,TRAIN/DR1/FECD0/SX248.WAV
1216,231674,231843,TRAIN/DR1/FECD0/SI2048.WAV
1217,231843,232046,TRAIN/DR1/FECD0/SX158.WAV
1218,232046,232325,TRAIN/DR1/FJSP0/SI1434.WAV
1219,232325,232478,TRAIN/DR1/FDML0/SX249.WAV
1220,232478,232697,TRAIN/DR1/FETB0/SA2.WAV
1221,232697,232856,TRAIN/DR1/FECD0/SI1418.WAV
1222,232856,232956,TRAIN/DR1/FDAW0/SX146.WAV
1223,232956,233253,TRAIN/DR1/FKFB0/SA1.WAV
1224,233253,233368,TRAIN/DR1/FDAW0/SX236.WAV
1225,233368,233567,TRAIN/DR1/FECD0/SX338.WAV
1226,233567,233723,TRAIN/DR1/FDML0/SX69.WAV
1227,233723,233950,TRAIN/DR1/FETB0/SI518.WAV
1228,233950,234188,TRAIN/DR1/FETB0/SX338.WAV
1229,234188,234365,TRAIN/DR1/FECD0/SX158.WAV
1230,234365,234592,TRAIN/DR1/FETB0/SA2.WAV
1231,234592,234791,TRAIN/DR1/FECD0/SX338.WAV
1232,234791,235063,TRAIN/DR1/FJSP0/SX444.WAV
1233,235063,235171,TRAIN/DR1/FDML0/SI1779.WAV
1234,235171,235347,TRAIN/DR1/FECD0/SX428.WAV
1235,235347,235555,TRAIN/DR1/FETB0/SX158.WAV
1236,235555,235732,TRAIN/DR1/FECD0/SI2048.WAV
1237,235732,235933,TRAIN/DR1/FECD0/SX248.WAV
1238,235933,236109,TRAIN/DR1/FECD0/SX158.WAV
1239,236109,236330,TRAIN/DR1/FETB0/SI1148.WAV
1240,236330,236541,TRAIN/DR1/FETB0/SA1.WAV
1241,236541,236697,TRAIN/DR1/FECD0/SA2.WAV
1242,236697,237013,TRAIN/DR1/FKFB0/SX438.WAV
1243,237013,237111,TRAIN/DR1/FDAW0/SX326.WAV
1244,237111,237223,TRAIN/DR1/FDML0/SA2.WAV
1245,237223,237420,TRAIN/DR1/FETB0/SI1778.WAV
1246,237420,237573,TRAIN/DR1/FECD0/SI1418.WAV
1247,237573,237735,TRAIN/DR1/FECD0/SI2048.WAV
1248,237735,237958,TRAIN/DR1/FJSP0/SA2.WAV
1249,237958,238119,TRAIN/DR1/FECD0/SX248.WAV
1250,238119,238325,TRAIN/DR1/FETB0/SA1.WAV
1251,238325,238487,TRAIN/DR1/FECD0/SX158.WAV
1252,238487,238800,TRAIN/DR1/FETB0/SI518.WAV
1253,238800,238953,TRAIN/DR1/FECD0/SA2.WAV
1254,238953,239073,TRAIN/DR1/FDML0/SX159.WAV
1255,239073,239326,TRAIN/DR1/FJSP0/SX354.WAV
1256,239326,239489,TRAIN/DR1/FECD0/SI2048.WAV
1257,239489,239701,TRAIN/DR1/FETB0/SX158.WAV
1258,239701,239814,TRAIN/DR1/FDML0/SA2.WAV
1259,239814,240005,TRAIN/DR1/FECD0/SX338.WAV
1260,240005,240238,TRAIN/DR1/FETB0/SI1778.WAV
1261,240238,240437,TRAIN/DR1/FECD0/SI2048.WAV
1262,240437,240570,TRAIN/DR1/FDML0/SX249.WAV
1263,240570,240737,TRAIN/DR1/FDML0/SX69.WAV
1264,240737,240862,TRAIN/DR1/FDML0/SI1779.WAV
1265,240862,241139,TRAIN/DR1/FJSP0/SX174.WAV
1266,241139,241350,TRAIN/DR1/FETB0/SX158.WAV
1267,241350,241646,TRAIN/DR1/FJSP0/SX354.WAV
1268,241646,241902,TRAIN/DR1/FJSP0/SA1.WAV
1269,241902,242033,TRAIN/DR1/FDML0/SX69.WAV
1270,242033,242241,TRAIN/DR1/FECD0/SX68.WAV
1271,242241,242429,TRAIN/DR1/FECD0/SX248.WAV
1272,242429,242578,TRAIN/DR1/FDML0/SX249.WAV
1273,242578,242706,TRAIN/DR1/FDML0/SI2075.WAV
1274,242706,242977,TRAIN/DR1/FJSP0/SX264.WAV
1275,242977,243250,TRAIN/DR1/FETB0/SX68.WAV
1276,243250,243425,TRAIN/DR1/FDML0/SX69.WAV
1277,243425,243606,TRAIN/DR1/FECD0/SI2048.WAV
1278,243606,243803,TRAIN/DR1/FECD0/SX248.WAV
1279,243803,244063,TRAIN/DR1/FETB0/SX68.WAV
1280,244063,244268,TRAIN/DR1/FECD0/SX68.WAV
1281,244268,244441,TRAIN/DR1/FECD0/SI2048.WAV
1282,244441,244594,TRAIN/DR1/FECD0/SX338.WAV
1283,244594,244757,TRAIN/DR1/FECD0/SX158.WAV
1284,244757,245070,TRAIN/DR1/FKFB0/SX438.WAV
1285,245070,245258,TRAIN/DR1/FETB0/SA2.WAV
1286,245258,245419,TRAIN/DR1/FECD0/SI2048.WAV
1287,245419,245555,TRAIN/DR1/FDML0/SX429.WAV
1288,245555,245725,TRAIN/DR1/FECD0/SI1418.WAV
1289,245725,245878,TRAIN/DR1/FECD0/SI2048.WAV
1290,245878,246081,TRAIN/DR1/FETB0/SA1.WAV
1291,246081,246252,TRAIN/DR1/FECD0/SI2048.WAV
1292,246252,246364,TRAIN/DR1/FDML0/SI1779.WAV
1293,246364,246662,TRAIN/DR1/FKFB0/SI1608.WAV
1294,246662,246921,TRAIN/DR1/FETB0/SX68.WAV
1295,246921,247144,TRAIN/DR1/FETB0/SX428.WAV
1296,247144,247330,TRAIN/DR1/FECD0/SX68.WAV
1297,247330,247448,TRAIN/DR1/FDML0/SI2075.WAV
1298,247448,247663,TRAIN/DR1/FETB0/SI1778.WAV
1299,247663,247852,TRAIN/DR1/FECD0/SX158.WAV
1300,247852,248126,TRAIN/DR1/FETB0/SI1148.WAV
1301,248126,248304,TRAIN/DR1/FECD0/SI2048.WAV
1302,248304,248445,TRAIN/DR1/FDML0/SX159.WAV
1303,248445,248680,TRAIN/DR1/FETB0/SI1778.WAV
1304,248680,248917,TRAIN/DR1/FECD0/SI1418.WAV
1305,248917,249170,TRAIN/DR1/FETB0/SX68.WAV
1306,249170,249350,TRAIN/DR1/FECD0/SI1418.WAV
1307,249350,249515,TRAIN/DR1/FECD0/SI788.WAV
1308,249515,249771,TRAIN/DR1/FJSP0/SI1434.WAV
1309,249771,249956,TRAIN/DR1/FETB0/SA1.WAV
1310,249956,250162,TRAIN/DR1/FECD0/SX68.WAV
1311,250162,250363,TRAIN/DR1/FECD0/SX158.WAV
1312,250363,250690,TRAIN/DR1/FJSP0/SX444.WAV
1313,250690,250879,TRAIN/DR1/FECD0/SX338.WAV
1314,250879,251042,TRAIN/DR1/FECD0/SX248.WAV
1315,251042,251214,TRAIN/DR1/FECD0/SI2048.WAV
1316,251214,251354,TRAIN/DR1/FDML0/SI2075.WAV
1317,251354,251579,TRAIN/DR1/FETB0/SI1148.WAV
1318,251579,251788,TRAIN/DR1/FETB0/SI1148.WAV
1319,251788,252000,TRAIN/DR1/FECD0/SX248.WAV
1320,252000,252191,TRAIN/DR1/FECD0/SX428.WAV
1321,252191,252369,TRAIN/DR1/FECD0/SX158.WAV
1322,252369,252535,TRAIN/DR1/FECD0/SX158.WAV
1323,252535,252744,TRAIN/DR1/FETB0/SI518.WAV
1324,252744,252855,TRAIN/DR1/FDAW0/SX236.WAV
1325,252855,253017,TRAIN/DR1/FETB0/SI1148.WAV
1326,253017,253166,TRAIN/DR1/FDML0/SX69.WAV
1327,253166,253411,TRAIN/DR1/FJSP0/SI1434.WAV
1328,253411,253602,TRAIN/DR1/FECD0/SX248.WAV
1329,253602,253763,TRAIN/DR1/FECD0/SI2048.WAV
1330,253763,253974,TRAIN/DR1/FECD0/SX68.WAV
1331,253974,254176,TRAIN/DR1/FECD0/SI2048.WAV
1332,254176,254368,TRAIN/DR1/FETB0/SA1.WAV
1333,254368,254587,TRAIN/DR1/FETB0/SI1148.WAV
1334,254587,254837,TRAIN/DR1/FETB0/SX158.WAV
1335,254837,255056,TRAIN/DR1/FETB0/SX338.WAV
1336,255056,255180,TRAIN/DR1/FDML0/SI2075.WAV
1337,255180,255336,TRAIN/DR1/FDML0/SX429.WAV
1338,255336,255552,TRAIN/DR1/FECD0/SX68.WAV
1339,255552,255724,TRAIN/DR1/FECD0/SX158.WAV
1340,255724,255944,TRAIN/DR1/FETB0/SA1.WAV
1341,255944,256139,TRAIN/DR1/FECD0/SI788.WAV
1342,256139,256422,TRAIN/DR1/FKFB0/SI2238.WAV
1343,256422,256622,TRAIN/DR1/FDML0/SX159.WAV
1344,256622,256923,TRAIN/DR1/FJSP0/SX174.WAV
1345,256923,257104,TRAIN/DR1/FECD0/SX158.WAV
1346,257104,257228,TRAIN/DR1/FDAW0/SX56.WAV
1347,257228,257389,TRAIN/DR1/FDML0/SI1149.WAV
1348,257389,257581,TRAIN/DR1/FETB0/SA1.WAV
1349,257581,257782,TRAIN/DR1/FECD0/SX68.WAV
1350,257782,257989,TRAIN/DR1/FECD0/SX68.WAV
1351,257989,258325,TRAIN/DR1/FECD0/SI1418.WAV
1352,258325,258705,TRAIN/DR1/FJSP0/SI1434.WAV
1353,258705,258897,TRAIN/DR1/FDML0/SX69.WAV
1354,258897,259219,TRAIN/DR1/FKFB0/SA1.WAV
1355,259219,259477,TRAIN/DR1/FDML0/SX339.WAV
1356,259477,259656,TRAIN/DR1/FETB0/SA1.WAV
1357,259656,259814,TRAIN/DR1/FDML0/SX159.WAV
1358,259814,259979,TRAIN/DR1/FECD0/SI788.WAV
1359,259979,260135,TRAIN/DR1/FECD0/SA1.WAV
1360,260135,260294,TRAIN/DR1/FECD0/SX338.WAV
1361,260294,260421,TRAIN/DR1/FDML0/SX69.WAV
1362,260421,260557,TRAIN/DR1/FECD0/SA2.WAV
1363,260557,260745,TRAIN/DR1/FETB0/SI1148.WAV
1364,260745,260875,TRAIN/DR1/FECD0/SI2048.WAV
1365,260875,260986,TRAIN/DR1/FDAW0/SX56.WAV
1366,260986,261090,TRAIN/DR1/FDML0/SX159.WAV
1367,261090,261263,TRAIN/DR1/FETB0/SI1148.WAV
1368,261263,261430,TRAIN/DR1/FECD0/SX68.WAV
1369,261430,261565,TRAIN/DR1/FECD0/SI2048.WAV
1370,261565,261773,TRAIN/DR1/FETB0/SA1.WAV
1371,261773,261977,TRAIN/DR1/FECD0/SX158.WAV
1372,261977,262283,TRAIN/DR1/FKFB0/SI2238.WAV
1373,262283,262456,TRAIN/DR1/FECD0/SI1418.WAV
1374,262456,262739,TRAIN/DR1/FETB0/SX248.WAV
1375,262739,262973,TRAIN/DR1/FETB0/SI518.WAV
1376,262973,263167,TRAIN/DR1/FECD0/SI1418.WAV
1377,263167,263318,TRAIN/DR1/FDML0/SX69.WAV
1378,263318,263471,TRAIN/DR1/FECD0/SA1.WAV
1379,263471,263638,TRAIN/DR1/FECD0/SI788.WAV
1380,263638,263808,TRAIN/DR1/FECD0/SX248.WAV
1381,263808,263956,TRAIN/DR1/FECD0/SA1.WAV
1382,263956,264162,TRAIN/DR1/FJSP0/SI804.WAV
1383,264162,264310,TRAIN/DR1/FECD0/SX158.WAV
1384,264310,264553,TRAIN/DR1/FJSP0/SX264.WAV
1385,264553,264686,TRAIN/DR1/FDML0/SX339.WAV
1386,264686,264834,TRAIN/DR1/FECD0/SX158.WAV
1387,264834,264938,TRAIN/DR1/FDAW0/SX56.WAV
1388,264938,265073,TRAIN/DR1/FECD0/SA1.WAV
1389,265073,265194,TRAIN/DR1/FDML0/SX429.WAV
1390,265194,265400,TRAIN/DR1/FECD0/SX68.WAV
1391,265400,265579,TRAIN/DR1/FECD0/SX158.WAV
1392,265579,265836,TRAIN/DR1/FJSP0/SX84.WAV
1393,265836,265937,TRAIN/DR1/FDML0/SA2.WAV
1394,265937,266049,TRAIN/DR1/FDML0/SA2.WAV
1395,266049,266213,TRAIN/DR1/FECD0/SX428.WAV
1396,266213,266369,TRAIN/DR1/FECD0/SX158.WAV
1397,266369,266588,TRAIN/DR1/FETB0/SX158.WAV
1398,266588,266827,TRAIN/DR1/FECD0/SX68.WAV
1399,266827,267070,TRAIN/DR1/FJSP0/SI1434.WAV
1400,267070,267283,TRAIN/DR1/FETB0/SA2.WAV
1401,267283,267461,TRAIN/DR1/FECD0/SX158.WAV
1402,267461,267631,TRAIN/DR1/FECD0/SI788.WAV
1403,267631,267782,TRAIN/DR1/FECD0/SA2.WAV
1404,267782,267947,TRAIN/DR1/FECD0/SI1418.WAV
1405,267947,268153,TRAIN/DR1/FETB0/SX338.WAV
1406,268153,268361,TRAIN/DR1/FETB0/SI1148.WAV
1407,268361,268530,TRAIN/DR1/FDML0/SX339.WAV
1408,268530,268703,TRAIN/DR1/FECD0/SX338.WAV
1409,268703,268897,TRAIN/DR1/FETB0/SI1778.WAV
1410,268897,269090,TRAIN/DR1/FECD0/SX428.WAV
1411,269090,269231,TRAIN/DR1/FECD0/SA2.WAV
1412,269231,269361,TRAIN/DR1/FDML0/SX159.WAV
1413,269361,269534,TRAIN/DR1/FECD0/SI1418.WAV
1414,269534,269730,TRAIN/DR1/FECD0/SX428.WAV
1415,269730,269900,TRAIN/DR1/FECD0/SX248.WAV
1416,269900,270032,TRAIN/DR1/FDML0/SX69.WAV
1417,270032,270222,TRAIN/DR1/FETB0/SX248.WAV
1418,270222,270414,TRAIN/DR1/FETB0/SI1778.WAV
1419,270414,270585,TRAIN/DR1/FECD0/SX338.WAV
1420,270585,270796,TRAIN/DR1/FETB0/SA2.WAV
1421,270796,270966,TRAIN/DR1/FECD0/SI788.WAV
1422,270966,271147,TRAIN/DR1/FECD0/SX248.WAV
1423,271147,271314,TRAIN/DR1/FECD0/SI788.WAV
1424,271314,271577,TRAIN/DR1/FKFB0/SX168.WAV
1425,271577,271738,TRAIN/DR1/FETB0/SA1.WAV
1426,271738,271906,TRAIN/DR1/FECD0/SI788.WAV
1427,271906,272057,TRAIN/DR1/FDML0/SX249.WAV
1428,272057,272218,TRAIN/DR1/FECD0/SX248.WAV
1429,272218,272400,TRAIN/DR1/FETB0/SI1148.WAV
1430,272400,272598,TRAIN/DR1/FECD0/SX428.WAV
1431,272598,272761,TRAIN/DR1/FECD0/SI1418.WAV
1432,272761,273002,TRAIN/DR1/FETB0/SX428.WAV
1433,273002,273117,TRAIN/DR1/FDML0/SX249.WAV
1434,273117,273359,TRAIN/DR1/FJSP0/SA2.WAV
1435,273359,273501,TRAIN/DR1/FECD0/SA2.WAV
1436,273501,273634,TRAIN/DR1/FDML0/SA1.WAV
1437,273634,273756,TRAIN/DR1/FDML0/SA1.WAV
1438,273756,273992,TRAIN/DR1/FJSP0/SA1.WAV
1439,273992,274173,TRAIN/DR1/FETB0/SI1148.WAV
1440,274173,274369,TRAIN/DR1/FETB0/SA1.WAV
1441,274369,274529,TRAIN/DR1/FECD0/SI788.WAV
1442,274529,274788,TRAIN/DR1/FKFB0/SI1608.WAV
1443,274788,274878,TRAIN/DR1/FDAW0/SX236.WAV
1444,274878,275097,TRAIN/DR1/FETB0/SI1148.WAV
1445,275097,275284,TRAIN/DR1/FECD0/SX68.WAV
1446,275284,275439,TRAIN/DR1/FDML0/SX429.WAV
1447,275439,275578,TRAIN/DR1/FECD0/SA2.WAV
1448,275578,275746,TRAIN/DR1/FECD0/SX338.WAV
1449,275746,275907,TRAIN/DR1/FECD0/SI2048.WAV
1450,275907,276078,TRAIN/DR1/FECD0/SX338.WAV
1451,276078,276233,TRAIN/DR1/FECD0/SI1418.WAV
1452,276233,276543,TRAIN/DR1/FJSP0/SX264.WAV
1453,276543,276715,TRAIN/DR1/FECD0/SX338.WAV
1454,276715,276866,TRAIN/DR1/FECD0/SI2048.WAV
1455,276866,277035,TRAIN/DR1/FECD0/SI788.WAV
1456,277035,277200,TRAIN/DR1/FECD0/SA1.WAV
1457,277200,277320,TRAIN/DR1/FDML0/SX339.WAV
1458,277320,277500,TRAIN/DR1/FECD0/SA2.WAV
1459,277500,277629,TRAIN/DR1/FDML0/SX69.WAV
1460,277629,277813,TRAIN/DR1/FETB0/SA1.WAV
1461,277813,277986,TRAIN/DR1/FECD0/SI1418.WAV
1462,277986,278148,TRAIN/DR1/FECD0/SI1418.WAV
1463,278148,278300,TRAIN/DR1/FECD0/SX158.WAV
1464,278300,278571,TRAIN/DR1/FJSP0/SX174.WAV
1465,278571,278740,TRAIN/DR1/FECD0/SI788.WAV
1466,278740,278881,TRAIN/DR1/FECD0/SA2.WAV
1467,278881,279043,TRAIN/DR1/FECD0/SA2.WAV
1468,279043,279238,TRAIN/DR1/FETB0/SX248.WAV
1469,279238,279363,TRAIN/DR1/FDML0/SI2075.WAV
1470,279363,279571,TRAIN/DR1/FETB0/SA2.WAV
1471,279571,279732,TRAIN/DR1/FECD0/SA2.WAV
1472,279732,280023,TRAIN/DR1/FKFB0/SI978.WAV
1473,280023,280221,TRAIN/DR1/FECD0/SX338.WAV
1474,280221,280414,TRAIN/DR1/FECD0/SX248.WAV
1475,280414,280555,TRAIN/DR1/FECD0/SA2.WAV
1476,280555,280733,TRAIN/DR1/FECD0/SI2048.WAV
1477,280733,280858,TRAIN/DR1/FDML0/SI1149.WAV
1478,280858,281020,TRAIN/DR1/FDML0/SX429.WAV
1479,281020,281201,TRAIN/DR1/FETB0/SA1.WAV
1480,281201,281450,TRAIN/DR1/FETB0/SA1.WAV
1481,281450,281654,TRAIN/DR1/FECD0/SI788.WAV
1482,281654,281983,TRAIN/DR1/FKFB0/SX348.WAV
1483,281983,282248,TRAIN/DR1/FETB0/SX248.WAV
1484,282248,282391,TRAIN/DR1/FDAW0/SX56.WAV
1485,282391,282594,TRAIN/DR1/FETB0/SI1148.WAV
1486,282594,282743,TRAIN/DR1/FDML0/SX339.WAV
1487,282743,282924,TRAIN/DR1/FDML0/SX69.WAV
1488,282924,283103,TRAIN/DR1/FECD0/SX338.WAV
1489,283103,283288,TRAIN/DR1/FECD0/SI2048.WAV
1490,283288,283509,TRAIN/DR1/FECD0/SX68.WAV
1491,283509,283702,TRAIN/DR1/FECD0/SI1418.WAV
1492,283702,283929,TRAIN/DR1/FECD0/SI788.WAV
1493,283929,284056,TRAIN/DR1/FDML0/SI1779.WAV
1494,284056,284293,TRAIN/DR1/FETB0/SA1.WAV
1495,284293,284568,TRAIN/DR1/FETB0/SX248.WAV
1496,284568,284771,TRAIN/DR1/FECD0/SX428.WAV
1497,284771,284976,TRAIN/DR1/FECD0/SA1.WAV
1498,284976,285231,TRAIN/DR1/FETB0/SX248.WAV
1499,285231,285300,TRAIN/DR1/FDAW0/SA2.WAV
1500,285300,285508,TRAIN/DR1/FETB0/SA1.WAV
1501,285508,285673,TRAIN/DR1/FECD0/SI1418.WAV
1502,285673,285994,TRAIN/DR1/FKFB0/SA1.WAV
1503,285994,286121,TRAIN/DR1/FDML0/SX159.WAV
1504,286121,286412,TRAIN/DR1/FKFB0/SI1608.WAV
1505,286412,286577,TRAIN/DR1/FECD0/SA1.WAV
1506,286577,286760,TRAIN/DR1/FECD0/SX338.WAV
1507,286760,286889,TRAIN/DR1/FDML0/SI1149.WAV
1508,286889,287046,TRAIN/DR1/FECD0/SI2048.WAV
1509,287046,287189,TRAIN/DR1/FECD0/SA1.WAV
1510,287189,287381,TRAIN/DR1/FECD0/SX68.WAV
1511,287381,287525,TRAIN/DR1/FECD0/SA1.WAV
1512,287525,287749,TRAIN/DR1/FETB0/SI518.WAV
1513,287749,287845,TRAIN/DR1/FDAW0/SX236.WAV
1514,287845,288070,TRAIN/DR1/FJSP0/SX264.WAV
1515,288070,288209,TRAIN/DR1/FECD0/SA1.WAV
1516,288209,288427,TRAIN/DR1/FETB0/SI1778.WAV
1517,288427,288586,TRAIN/DR1/FECD0/SX248.WAV
1518,288586,288719,TRAIN/DR1/FDML0/SX249.WAV
1519,288719,288910,TRAIN/DR1/FECD0/SX68.WAV
1520,288910,289082,TRAIN/DR1/FECD0/SX68.WAV
1521,289082,289250,TRAIN/DR1/FECD0/SI2048.WAV
1522,289250,289373,TRAIN/DR1/FECD0/SX158.WAV
1523,289373,289505,TRAIN/DR1/FECD0/SX248.WAV
1524,289505,289720,TRAIN/DR1/FJSP0/SI804.WAV
1525,289720,289911,TRAIN/DR1/FECD0/SX248.WAV
1526,289911,290049,TRAIN/DR1/FDML0/SI2075.WAV
1527,290049,290178,TRAIN/DR1/FDML0/SX429.WAV
1528,290178,290391,TRAIN/DR1/FJSP0/SA1.WAV
1529,290391,290545,TRAIN/DR1/FECD0/SX338.WAV
1530,290545,290756,TRAIN/DR1/FECD0/SX68.WAV
1531,290756,290981,TRAIN/DR1/FECD0/SI1418.WAV
1532,290981,291151,TRAIN/DR1/FECD0/SI788.WAV
1533,291151,291318,TRAIN/DR1/FECD0/SI1418.WAV
1534,291318,291593,TRAIN/DR1/FETB0/SX68.WAV
